parent_asin,title,avg_rating,review_count,camera_sentiment,camera_mentions,battery_sentiment,battery_mentions,display_sentiment,display_mentions,performance_sentiment,performance_mentions,build_sentiment,build_mentions,storage_sentiment,storage_mentions,price,rating_number,camera_sentiment_roberta,battery_sentiment_roberta,display_sentiment_roberta,performance_sentiment_roberta,build_sentiment_roberta,storage_sentiment_roberta,camera_mentions_roberta,battery_mentions_roberta,display_mentions_roberta,performance_mentions_roberta,build_mentions_roberta,storage_mentions_roberta
B07DL11YRX,LG V30 64GB H932 T-Mobile 4G LTE Android Smartphone Silver (Renewed),4.023809524,84,0.272811028,11,0.219905836,20,0.211378772,10,0.32954196,17,0.262855114,4,0.369214425,7,154.99,242,0.010823432,0.05160966,0.073334537,0.097113432,0.075350245,0.048885711,10,22,11,14,8,7
B08MLBPK4D,"OUKITEL WP5 Pro Rugged Unlocked Smartphone, 5.5''HD+ Screen, 8000mAh Battery Rugged Cell Phone, 4GB+64GB Android, IP68 Waterproof 4G LTE Dual Cellphone, Face ID Fingerprint GPS",3.940298507,67,0.180943633,10,0.216038761,22,0.20902946,13,0.227466804,8,0.174363644,7,0.203914835,2,189.99,1061,0.027723425,0.162743779,-0.035540539,0.047998528,0.056652847,0.025473106,10,23,13,7,10,2
B08WWQWGDN,"Unihertz Jelly 2, World's Smallest Android 11 4G Unlocked Smartphone 6GB + 128GB NFC Dark Green (Support T-Mobile & Verizon only)",3.739393939,165,0.177534857,39,0.175855592,62,0.192884686,67,0.195704342,32,0.221224141,32,0.16539389,15,199.99,1050,0.060047013,0.084712233,0.079758313,0.077354544,0.100297276,0.05351831,40,62,68,31,34,15
B00M0333ZE,Nokia Power Keyboard for Lumia 2520 | Black,3.310344828,29,0.005194805,1,0.271186508,10,0.051785714,1,0.342086039,4,0.076636905,4,0,0,124.99,35,0,0.105425903,-0.011849445,0.050479224,-0.027334687,0,0,10,1,4,6,0
B01FIW1B9S,Samsung Galaxy S7 G930T 32GB T-Mobile - Black,3.992307692,130,0.170691844,8,0.170027943,23,0.120708768,9,0.280998828,22,0.390723727,2,0.161065341,4,166,267,0.025317844,-0.031108763,0.011322558,0.01329379,0.037378643,0.015252839,8,25,9,15,10,4
B06Y137TLR,Samsung Galaxy S8 64GB GSM Unlocked Phone - International Version (Midnight Black),3.652996845,317,0.202677286,38,0.194422504,46,0.150612588,56,0.209166485,30,0.223820502,29,0.238643741,6,289.99,693,0.051066987,0.000365181,-0.022591727,0.01962998,0.010032787,0.002935189,37,52,58,29,38,6
B01M8O9Z9C,Motorola Moto Z Play 32GB 4G LTE GSM Global - NO CDMA - Black (Unlocked),4.035587189,281,0.240765434,80,0.274489701,163,0.237828634,88,0.271355997,107,0.197226891,54,0.165951585,26,294.99,417,0.086085944,0.290873237,0.112419582,0.21964147,0.094956763,0.033909869,81,167,93,112,71,26
B07CQXV9YP,"Samsung Galaxy J7 (16GB) J700F - 5.5"" Dual SIM Unlocked Smartphone, International Model (Gold)",3.441176471,68,0.301137255,5,0.181470588,5,0.170486695,3,0.339790765,3,0.5,1,0.476190476,1,179.99,97,0.03123937,0.014888408,-0.002430943,0.00412918,0.020066203,0.002596605,5,5,3,4,4,1
B0748Z1VJ3,"ZTE Blade Spark Z971 (16GB, 2GB RAM) 5.5"" Full HD Display | Dual Camera | 3140 mAh Battery | Android 7.1 Nougat | Fingerprint Security | 4G LTE | GSM Unlocked Smartphone",3.984375,128,0.173989349,15,0.160900998,13,0.086578416,15,0.332316739,10,0.25794264,12,0.141813815,11,109.99,466,-0.012892817,0.004460151,0.015223942,0.021262873,0.012218717,-0.005421468,14,14,15,8,10,11
B07DW6RHZT,"BlackBerry KEY2 Silver Unlocked Android Smartphone (AT&T/T-Mobile) 4G LTE, 64GB",4.464285714,84,0.227407896,23,0.213147452,31,0.140444934,21,0.229524945,31,0.254044766,24,0.188175583,10,699.95,229,0.078953172,0.217865429,0.042178392,0.201762527,0.239528383,0.022997071,22,31,24,30,28,10
B09N42LJXQ,"Native Union Snap 3-in-1 Magnetic Wireless Charger – For iPhone 14, 13, 12, AirPods Pro 2 & Apple Watch Ultra – Detachable Watch Puck with Extra USB-C Port – Adjustable Angle & Discreet LED Indicators",3.636363636,11,0.062962963,1,0.236092447,10,0.221967532,1,0.299870198,2,0.197002813,8,0,0,159.99,126,0.031485396,0.463076934,0.065690435,0.086136905,0.498861222,0,1,10,2,2,8,0
B08LQRZ7RV,"LG V60 ThinQ 5G 128GB Android Smartphone LM-V600TM (Renewed) (Classy Blue, 128GB, GSM Unlocked)",3.735930736,231,0.273768311,28,0.204368112,81,0.236909957,46,0.252730753,55,0.384913706,16,0.245152046,13,218.92,797,0.05022196,0.052399342,0.045393796,0.070443335,0.059339028,0.039182925,29,89,45,50,48,13
B09KBF7XQY,"UMIDIGI A11 Pro Max Unlocked Cell Phone, with Sony Camera, 6.8"" FHD Full View Screen, 5150mAh Battery Android 11 Smartphone with Dual SIM (A11 Pro Max 4+128G, Frost Grey)",3.631578947,38,0.319374968,16,0.258961,13,0.289137149,9,0.337310862,9,0.257499796,7,0.373144889,5,119.99,351,0.308848182,0.198617183,0.171567513,0.192147445,0.25412572,0.063942175,16,13,11,12,12,5
B07DHTFD1L,Samsung Galaxy S7 G930A 32GB AT&T Unlocked GSM - Gold,3.243243243,37,0.222222222,4,0.091761905,5,0.107407407,3,0.176851852,3,0.404232804,3,0.322222222,1,179.99,212,0.003349478,-0.043427424,0.031636388,-0.00047135,0.067852098,0.023253192,4,6,4,4,4,1
B00C8Q0176,Stylus Pen for Surface Pro and Surface Pro 2,4.043478261,138,0,0,0.208333333,2,0.193710317,3,0.305057269,12,0.124732143,4,0,0,129,221,0,-0.003691747,0.000887948,0.029834238,0.034607974,0,0,4,3,7,15,0
B099Z2HYJC,"SAMSUNG Galaxy Watch 4  40mm Smart Watch LTE - Black (US Version) Wireless Charger Fast Charge Pad Duo (2021),Black",4.5,2,0,0,0,0,0.211111111,1,0,0,0,0,0,0,232.5,28,0,0,-0.217547021,0,0,0,0,0,1,0,0,0
B01N7IW7JX,"ZTE Blade V8 Pro (32GB) 5.5"" FHD Display, Dual 13MP Camera's, Dual SIM 4G LTE GSM Factory Unlocked Phone (US Warranty) - Black Diamond",3.66536965,257,0.276410998,81,0.238767475,84,0.242948604,68,0.28258025,81,0.235123098,44,0.268496323,29,200,404,0.178443716,0.112497531,0.076168644,0.158969348,0.076219449,0.059463752,82,88,69,83,57,29
B09J6WKFL6,Google Pixel 6 Pro - 5G Android Phone - Unlocked Smartphone with Advanced Pixel Camera and Telephoto Lens - 256GB - Stormy Black,3.079903148,413,0.220494411,174,0.167401079,148,0.132680971,134,0.182934854,94,0.184246705,77,0.161992686,26,570.06,345,0.152801528,-0.014297149,0.049236131,0.037671722,0.018610742,0.008361282,174,156,225,103,94,26
B075C9NT67,Star Wars: Jedi Challenges AR Headset with Lightsaber Controller and Tracking Beacon (Lenovo AR-7561N),3.746987952,83,-0.078125,2,0.095696625,5,0.152521811,7,0.241734157,4,0.153143271,5,0.154548573,3,100.91,325,-0.007495756,0.010083689,0.016514024,0.019282549,0.016260595,0.007279271,1,7,6,2,8,3
B00VQQ294C,Apple iPod Touch 16GB (5th Generation) - Space Gray (Renewed),2.929577465,71,-0.375,1,0.037121843,20,0.23917298,2,0.263068182,5,0,0,0.5,1,205,222,-0.012757257,-0.136849402,-0.009717118,-0.008873063,0.030086077,0.01185728,1,21,2,6,5,1
B01ER6UAP2,ZTE Falcon | Mobile WiFi Hotspot 4G LTE Router Z-917 | GSM Unlocked,3.060606061,33,0.108333333,1,0.252890126,6,0,1,0.223813131,3,0.26875,1,0,0,108.55,77,-0.001816956,-0.000274165,0,0.056485238,-0.03734392,0,1,6,0,3,4,0
B00LQAP2NI,"StarTech.com 2 Port DisplayPort KVM Switch - 2560x1600 @60Hz - Dual Port DP USB, Keyboard, Video, Mouse Switch Box w/ Audio for Computers and Monitors (SV231DPUA)",3.112903226,62,0.175650279,3,0.07253518,13,0.117729776,17,0.121254331,7,0.111360201,10,0.299368687,2,186.49,87,0.032109221,-0.037962785,-0.08172065,0.012288405,-0.008360635,0.00666027,3,13,16,4,9,2
B084MDBXRD,"Samsung Galaxy Note 10 Lite N770F, Dual SIM LTE, International Version (No US Warranty), 128GB, Aura Black - GSM Unlocked",3.594202899,138,0.216641598,17,0.130577419,30,0.207485514,23,0.303092275,22,0.22008134,11,0.370175219,10,489.98,1236,0.062285954,0.002437348,0.023091743,0.0869578,0.024499462,0.039147416,17,33,24,20,9,10
B078KJNXL8,Samsung Galaxy S5 Active 4G LTE 16 GB Rugged Smartphone Camo Green GSM Unlocked,3.252873563,174,0.097187099,22,0.091125098,44,0.05943391,23,0.161068694,19,0.178545174,9,0.341174734,5,399.99,396,-0.005220736,-0.080820338,-0.028261605,-0.009650634,0.019813325,0.009425478,21,45,25,17,23,5
B09R9RJ6D1,LG V40 ThinQ 64GB Aurora Black - Sprint(Renewed),3.751851852,270,0.295092357,41,0.231837163,68,0.197720026,48,0.32711567,30,0.299514379,24,0.211172868,7,104.99,1509,0.089466762,0.055050512,0.0176329,0.047337292,0.087815864,-0.002876564,41,70,48,28,46,7
B07JD1RKC1,Samsung - Galaxy Note 9 SM-N960U 128GB GSM + CDMA Unlocked (Silver) - US Warranty,3.75,20,0.438439955,3,0.266666667,1,0.095935546,1,0.335,1,0.186666667,1,0.400833333,2,474.97,55,0.014223515,-0.06525384,-0.045496651,0,0.016828359,0.072185395,3,2,1,0,1,2
B0088K57I4,HTC EVO Design 4G Prepaid Android Phone (Boost Mobile),3.651282051,195,0.283532283,31,0.159736026,61,0.252320801,35,0.268907693,57,0.293814534,24,0.151820654,16,189.99,291,0.073331438,-0.051407523,0.048940876,0.112970491,0.025610223,-0.000190253,31,62,37,62,27,16
B072JNLFFS,LG Tribute HD - Prepaid - Carrier Locked - Boost Mobile,3.487179487,156,0.227239422,18,0.1325876,30,0.121696855,24,0.215304351,24,0.257758415,12,0.209816595,16,109.99,309,0.003894046,-0.058495002,-0.005204746,0.019389952,0.043911027,0.037086369,19,30,24,26,19,16
B075XHJCG6,SAMSUNG Galaxy Note8 N950F 64GB Factory Unlocked Smartphone for All GSM Carriers Worldwide - Deep Sea Blue,3.2,5,0,0,0.4125,1,0,0,0.525,1,0,0,0,0,369.97,8,0,0.168272149,0,0.168750288,-0.161963693,0,0,1,0,1,1,0
B0C64XDL9P,"Cell Phone Signal Booster Supports All US Carriers, Covers up to 4,500sq.ft, ATT Verizon 5G 4G Phone Signal Booster Outdoor Directional+Indoor Omni-Directional Antenna Kits, FCC Approved",4.5,26,0.13396742,4,0.217080202,4,0.120658947,3,0.217111291,5,0.208222016,2,0,0,289.99,54,0.073172115,0.050635028,2.82E-05,0.053205665,0.079661811,0,4,4,1,5,6,0
B09352C4XY,"Samsung Galaxy S20 Ultra 5G (128GB, 12GB RAM) 6.9"" AMOLED 2X, Snapdragon 865, 108MP Quad Camera, Global 5G Volte (GSM+CDMA) AT&T Unlocked (T-Mobile, Verizon, Global, Metro) G988U (Renewed)",4.288461538,52,0.340189594,6,0.349695617,8,0.162487507,9,0.290873016,3,0.402133174,1,0.191666667,3,333.8,180,0.071876653,0.010092994,-0.00767019,0.040148131,0.103318266,0.052399549,6,8,9,4,7,3
B0189H0FG4,Samsung Galaxy S6 G920a 64GB Unlocked GSM 4G LTE Octa-Core Smartphone w/ 16MP Camera - White Pearl,3.85,20,0.181018519,3,0.259763162,3,0.325755854,2,0.386830119,5,0.184089187,2,-0.096717172,2,189,29,0.107072148,0.011381881,0.0976101,0.177092175,-0.08248096,0.063048936,3,3,2,4,5,2
B07T1M19VX,"Apple iPhone XR, 128GB, White - For Verizon (Renewed)",3,9,0,0,-0.145833333,2,0.291666667,1,0,0,0,0,0,0,267.33,61,0,-0.172348029,0.005240964,0,0.005240964,0,0,2,1,0,1,0
B07XY7XG5N,"OnePlus Nord N100, 4G LTE, International Version (No US Warranty), 64GB, 4GB, Midnight Frost - GSM Unlocked (T-Mobile, AT&T, Metro, Straight Talk) - 64GB SD Bundle",3.033333333,30,0.343121693,3,0.184271978,13,0.221712018,7,0.185639881,4,0.114417989,3,0.45218254,2,209.38,1117,0.028222293,0.068452312,0.009939346,-0.055580551,0.086578643,0.013936359,3,13,7,5,3,2
B00NFUEEX6,"SuperSonic Touchscreen Dual SIM Phonetab Unlocked Smartphone, 5-Inch",3.545454545,11,0,0,0.468016448,3,0.289663561,2,0,0,0.226010758,4,0,0,159.95,11,0,-0.028891816,0.026964452,0,0.042206868,0,0,3,2,0,2,0
B00XKCUJYC,Motorola Heart Rate Monitor Chest Strap for MOTOACTV and other ANT+ Compatible Devices - Retail Packaging (Discontinued by Manufacturer),4,26,0,0,0.21409959,11,0.144529582,2,0.176895166,5,0.32,1,0,0,249.99,177,0,0.001920191,0.020148053,0.00611312,0.044686831,0,0,10,2,2,7,0
B09SZ24DSS,[Silver Frame] Amoled LCD for Samsung Galaxy S20 Ultra 5G Digitizer Screen Touch Assembly Replacement LCD Display 6.9 inch G988 G988A G988F G988P G988R4 T U V W by BITANR,3,1,-0.006547619,1,0,0,-0.006547619,1,0,0,0,0,0,0,238.91,7,-0.146184191,0,-0.592413001,0,0,0,1,0,1,0,0,0
B08PQ215Y8,"Samsung Galaxy A71 A716U, 5G, US Version, 128GB, 6GB, Prism Cube Black - For T-Mobile Only (Metro, Mint, Ultra)",3.857142857,28,0.236584095,6,0.208697691,5,0.221610149,5,0.232143859,6,0.254383117,2,0.580952381,1,319.99,138,0.115431565,0.06612486,0.008568024,0.099620417,0.03518257,0.034821877,6,6,6,6,1,1
B08BX6HK41,HTC U12 Plus (2Q55100) 6GB/64GB 6.0-inches LTE Dual SIM Factory Unlocked - International Stock No Warranty (Flame Red),3.833333333,6,0.19375,1,0.2,1,0.143939394,1,0,0,0.143939394,1,0.143939394,1,658,17,0.162025613,0.163438985,-0.127854893,0,-0.113890581,-0.003649096,1,1,1,0,1,1
B07HKPMFZ5,Google Pixel 3 XL 64GB Unlocked GSM & CDMA 4G LTE Android Phone w/ 12.2MP Rear & Dual 8MP Front Camera - Just Black (Renewed),3.57254902,255,0.309261038,40,0.200289674,78,0.162125504,38,0.279829959,38,0.227552829,14,0.255034533,8,151.99,862,0.081475247,0.002429219,0.061225622,0.050303105,0.07423816,0.002561281,39,82,88,33,42,8
B01KGMBYME,Samsung Galaxy S6 G920a 32GB Unlocked GSM 4G LTE Octa-Core Smartphone w/ 16MP Camera - White Pearl,2.742857143,35,0.051984127,2,0.066828002,9,-0.260688705,4,0.337878788,1,0.172510823,2,0.007142857,1,160,75,-0.054159014,-0.120840528,-0.081051312,-0.024772746,0.022717661,0.023247292,2,8,5,1,2,1
B01N1P0KCN,LG V20 64GB H918 - Unlocked by T-Mobile for all GSM Carriers (Titan Gray),3.306306306,111,0.209254601,21,0.16274218,30,0.20876493,19,0.154871189,17,0.239548999,12,0.237784343,9,219.99,200,0.047325829,0.035549718,0.03515177,0.057466884,0.026601572,0.042348348,21,31,20,17,14,9
B001XFLLH2,Palm Treo 755p (Blue) Sprint CDMA PDA Cell Phone,4.083333333,12,0.258712121,2,0.314166667,2,0.358333333,1,0,0,0,0,0,0,349.99,19,0.044169705,-0.055696002,0.010013362,0,0,0,2,2,1,0,0,0
B00VH2TWBS,Samsung GALAXY S6 G920 32GB Unlocked GSM 4G LTE Octa-Core Smartphone - Black Sapphire,2.844311377,167,0.082149621,4,0.061076354,38,0.00741369,20,0.325699455,9,0.125289343,8,0,0,169.95,372,-0.006799431,-0.131373931,-0.059000088,0.004401837,0.02636376,0,4,41,21,10,15,0
B09HY164QB,Xiaomi Note 10 5G + 4G LTE Volte Global Unlocked GSM 128GB + 4GB 48MP Triple Camera Worldwide GSM (NOT Verizon Boost Cricket)- Fast Car Charger Bundle (Nighttime Blue),3.947368421,38,0.237721644,9,0.162474788,11,0.077170815,6,0.327080553,8,0.367777778,3,0.069444444,1,159.5,3900,0.046584499,0.060007355,0.019981754,0.148431823,0.01572469,0.021714679,9,11,6,8,4,1
B09T9V9P8N,"Blackview Unlocked Smartphones, A95, 8GB+128GB/SD 1TB Expandable, 4G Dual SIM Unlocked Phones Android 11, 18W Fast Charge 4380mAh Battery, 20MP+8MP Camera, 6.5"" HD Face/Fingerprint T-Mobile Phones",3.142857143,7,0.178472222,2,0.267647059,1,0,0,0.136425883,3,0,0,0.215222339,2,139.99,590,-0.03063332,0.062125042,0,-0.045520491,0.044369263,0.163443025,2,1,0,3,2,2
B00N5T7NOY,"Big Mango PU Leather Bag Crossbody Purse with Long Shoulder Strap & Safe Lock Button for Apple Iphone 6,4 4s,5 5s,5c, Samsung Galaxy Series,Note 2 Note 3,HTC - Black",3.634328358,134,0.154166667,2,0,0,0.108588435,1,0.259555556,5,0.258334309,16,0.353125,1,114.95,181,-0.003320313,0.000667595,0.015264008,0.000756078,0.08320653,0.001774926,2,1,6,2,21,1
B07QKR2YNH,"Crave PD Power Bank 50000mAh, PowerPack Portable Battery Pack Charger [Power Delivery PD 3.0 USB-C 100W + Quick Charge QC 3.0 Dual Ports] for MacBook, iPhone, Samsung, and More",4.282608696,92,0.212553436,4,0.207942954,72,0.087280844,5,0.248906368,7,0.231512426,9,0.271148915,13,249.99,228,0.021700189,0.330223144,0.005405581,0.012478496,0.06158399,0.080127173,3,74,4,8,12,13
B09CLP7ZFR,"Tracfone Motorola moto g Stylus 5G, 128GB - Prepaid Smartphone (Locked)",3.852272727,88,0.319506508,15,0.296233995,20,0.228719615,17,0.296979403,13,0.351568889,8,0.332488457,19,172.96,352,0.078312305,0.104804591,0.067382793,0.062377275,-0.000644394,0.154415969,14,22,17,10,3,19
B00XHXMRQC,Mobee Technology Magic Feet - Universal Charging Base Station for all your Apple devices (MO4212),4.03030303,33,0,0,0.328154356,17,0,0,0.274822082,6,0.275119832,5,0,0,129.99,78,0,0.055750282,0,0.054774619,0.080981058,0,0,15,0,2,5,0
B07L377DRS,"Google Pixel 3 Unlocked GSM/CDMA - US Warranty (Just Black, 128GB) (Renewed)",3.526315789,57,0.117448894,7,0.23031051,22,0.220443105,9,0.365902778,4,0.139583333,1,0.19523956,7,124,192,-0.029388737,0.108754424,0.138328166,0.011891289,-0.003009658,0.034174432,7,23,19,2,5,7
B07Q8CKKTH,LG V35 ThinQ V35 64GB Unlocked GSM Phone w/ Dual 16MP Camera - Aurora Black,4,145,0.309570617,36,0.271916925,33,0.244506671,28,0.297983256,33,0.304294914,21,0.229613118,10,249.97,446,0.148476895,0.101149778,0.075730555,0.132519398,0.088894407,0.019831082,36,33,31,33,26,10
B0BB6624SV,"Movo iVlogger Wireless Vlogging Kit for iPhone with Dual Wireless Lavalier Microphone, Tripod, Phone Mount, LED Light - Complete Youtube Starter Kit with Wireless Microphone for iPhone Video Recording",5,8,0.251839387,3,0.412420577,2,0,0,0,0,0.31834607,6,0,0,129.95,10,0.145719772,0.085341508,0.206114693,0,0.06595955,0,2,2,4,0,4,0
B077JFJ5P9,Samsung Galaxy S7 Edge G935A 32GB - Gold Platinum (AT&T),3.91,100,0.258790284,7,0.193296225,16,0.173903003,12,0.281514451,14,0.16506734,4,0.014481121,4,269.99,284,0.014962546,0.028875271,0.026526073,0.076140128,0.086966014,-0.007046038,6,18,12,13,11,4
B0BHKZ61QY,"Apple iPhone 8 Plus, 256GB, Space Gray - For GSM (Renewed)",4.072916667,96,0.470061728,3,0.341296794,17,0.030373291,7,0.44757595,6,0.172027972,1,0.105275974,2,275,739,0.019163071,0.070439682,-0.009228731,0.002145492,0.07335708,0.005348466,3,18,8,5,10,2
B0932C7NQ1,Samsung Galaxy S21 5G G991U 128GB Smartphone - T-Mobile Locked - (Renewed),3.930693069,101,0.313815986,9,0.162803712,21,0.183270311,14,0.294207847,21,0.243852588,2,0.32209145,6,299.99,613,0.043482744,0.028443786,-0.01905069,0.127377368,0.141215193,0.007939848,8,22,15,17,22,6
B0B4MPPD1D,"imuto Portable MacBook Pro/Air Charger, 100W Power Bank with 90W USB-C Charger Bundle (1.5 Hrs Recharge), 99wh (26800mah) Portable Laptop Charger for Dell XPS, Lenovo, iPhone 14/13, Samsung, iPad Pro",4.805555556,36,0.183193723,3,0.19926517,28,0.137453137,4,0.201208526,14,0.389805764,4,0.189827338,8,119.98,324,0.023341349,0.397282758,0.060626617,0.117085634,0.058817403,0.160172034,3,29,5,10,11,8
B07HCMZPR2,URBAN ARMOR GEAR UAG iPhone XR [6.1-inch Screen] Plyo Feather-Light Rugged [Ice] Military Drop Tested iPhone Case,4.595505618,356,0.201351291,5,0.155767705,8,0.275935612,31,0.467474747,5,0.237821388,58,0,0,133.61,2577,0.001527288,0.017607787,0.06247704,0.014385512,0.177655049,0,4,14,61,6,94,0
B00836Y6B2,Nokia Lumia 900 16GB Unlocked GSM 4G LTE Windows 7.5 Smartphone w/ 8MP Camera - Black,3.609195402,174,0.165367894,13,0.103740475,20,0.095895767,11,0.303433511,12,0.270886419,10,0.067437578,6,109.99,495,0.013169473,-0.025572462,-0.010709674,0.022740815,0.010046812,-0.005781935,12,21,12,11,11,6
B07C3YPDPS,Google Pixel 32GB - Factory Unlocked - Very Silver - 5in Android Smartphone (Renewed),3.253968254,63,0.329793941,9,0.140938899,29,0.068184593,10,0.189712706,10,0.060833333,2,0.004583333,2,119.99,156,0.129947744,-0.113636917,0.028623445,0.019854167,0.0151021,0.018332049,10,29,19,7,6,2
B01MXUW7LU,Samsung Galaxy S7 G930a 32GB AT&T Unlocked 4G LTE Smartphone W/ 12MP Camera - Rose Gold,3.444444444,9,0,0,0,1,0,0,0,0,-0.3,1,0,0,200.22,20,0,-0.103282905,0,0,-0.006270845,0,0,1,0,0,3,0
B00F0FVKN6,Samsung Galaxy Note 3 N9005 32GB 4G LTE White Unlocked International Version,4.080645161,124,0.356956845,4,0.2713878,13,0.217864571,11,0.309735648,12,0.273110991,5,0.127777778,3,259.99,274,0.013301665,-0.008436126,0.040985122,0.054318572,0.035194484,0.016087316,4,14,11,16,9,3
B08XJVZT4R,Unlocked OnePlus Nord N10 5G - 128GB - Midnight Ice - BE2026 (Renewed),3.588235294,17,0.269576185,2,0.283331973,5,-0.011538462,2,0.291518862,4,0,0,0,0,150.86,205,-0.029568196,0.055565866,-0.013645775,0.044534834,-0.09911882,0,1,6,3,4,2,0
B0BM511SK1,Pinwheel Slim 5 Kids Smartphone (Age 8-18) with Built-in Parent Management System | 900+ Vetted App Library with Child Safety Ratings | No Social Media or Web Browser | Unlocked for Any Cell Carrier,3.333333333,6,0,0,0,0,0,0,0,0,0.434056122,1,0,0,239,11,0,0,0,0,0.073792199,0,0,0,0,0,2,0
B072N385Y2,"OnePlus 3T 6GB-RAM 64GB-ROM A3000 Factory Unlocked Phone - 5.5"" Screen US Version - Soft Gold",4.033898305,59,0.307150586,16,0.240001547,16,0.198411422,11,0.217973609,19,0.271619971,6,0.268516423,11,199,114,0.065624769,0.164659423,0.053834802,0.169700154,0.041609241,0.028228699,15,17,12,20,6,11
B000GWJRBK,Samsung SPH-A640 Sprint Cell Phone [?],2.5,12,0.133514493,2,0.118998668,7,0.126146453,4,0.136602166,2,0.111044255,2,0.1,1,149.99,24,-0.054493415,0.010681241,0.01308683,-0.050823509,0.265070827,-0.013486172,2,7,4,1,5,1
B094XQWT39,"Samsung Electronics Galaxy S21 5G G991U | Android Cell Phone | US Version 5G Smartphone | Pro-Grade Camera, 8K Video, 64MP High Res | 128GB, Phantom White - Verizon Locked - (Renewed)",3.708333333,48,0.389191919,3,0.289115014,11,0.144515726,9,0.340193302,6,0.334728235,3,0.546536797,4,244.18,316,0.021549354,0.004747984,-0.017400633,0.134613262,0.122345477,0.04580034,3,14,9,7,9,4
B09XJNZ4GZ,"Motorola One 5G Ace 2021 (64GB, 4GB) 6.7"" FHD+ Water Resistant, Snapdragon 750, Dual SIM (Only for AT&T, Cricket, H2O) Model XT2113-5 (Gray)(Renewed)",3.368421053,19,0.592838424,4,0.16232368,6,0.1440289,4,0.250408249,6,0.201284565,3,0.243613355,2,118.98,71,0.14890328,-0.018797847,0.07815055,0.213990367,0.051323555,0.049785439,4,6,4,7,2,2
B08KRKFHGV,"Samsung Galaxy Note 10+, 256GB, Aura Glow Silver - Fully Unlocked (Renewed)",3.911827957,465,0.292368183,58,0.265618736,118,0.212361654,69,0.306400044,69,0.187025257,21,0.321189611,28,304,2785,0.069151274,0.054305082,0.030168327,0.052179561,0.084529075,0.029240869,58,120,75,71,72,28
B07MQP893V,"LG Electronics G7 ThinQ Factory Unlocked Phone - 6.1"" Screen - 64GB - Aurora Black (U.S. Warranty)",3.541666667,96,0.283453351,20,0.234454178,29,0.219305231,21,0.198190783,23,0.287425234,19,0.190500833,2,219,73,0.094146829,0.084363846,0.119812139,0.090467606,0.082437491,0.004011718,20,31,22,20,17,2
B00WJE3B38,"Samsung N920 Unlocked Galaxy Note 5, GSM 32GB Gold Factory - International Version (Gold)",4.0625,208,0.347096593,26,0.193582196,41,0.073594133,25,0.234962526,30,0.336288023,18,0.190493092,15,190,424,0.089462779,0.02962779,-0.007200354,0.049989438,0.02654118,0.013323335,26,44,26,32,24,15
B06Y29N548,Samsung Galaxy S7 Edge G935A 32GB Unlocked GSM Smartphone w/12MP Camera - Black,3.75,24,0.210984848,3,0.067026611,7,0.34371986,3,0.165821308,3,0.75,1,0,0,389.99,115,-0.015758579,-0.019865256,0.081578773,-0.107453635,-0.01856809,0,3,7,3,3,3,0
B08P278JG3,Samsung Galaxy A51 5G | A516U | 128GB | Single SIM | GSM Unlocked | Android Smartphone | Black (Renewed),3.323943662,71,0.330693768,12,0.229193862,9,0.220922619,6,0.289329192,8,0.2891896,7,0.249375,2,174.43,414,0.096921414,0.00292059,-0.010843474,0.044414749,0.028568173,0.013868377,11,11,7,9,12,1
B00BV1MVJ0,"Samsung Galaxy S4 GT-I9500 Factory Unlocked Cellphone, 16GB, White",3.970663265,784,0.275733917,58,0.177666221,90,0.22106271,69,0.31586078,70,0.305080519,46,0.160627631,21,422.65,1294,0.030878126,-0.012792322,0.006115296,0.040959956,0.012296389,0.005932744,57,93,73,64,50,21
B00EZHM9JE,"Blackberry Z30 Unlocked Cellphone, 16GB, Black",3.876470588,170,0.306637507,13,0.289825949,40,0.294687571,23,0.338008164,20,0.327404914,22,0.281758117,6,260.71,466,0.050159167,0.053073039,0.061864251,0.114751198,0.06865748,-0.002552336,12,39,23,26,26,4
B00J99NFZK,"Sony Xperia Z2 Unlocked Cellphone, Black",4.269387755,245,0.273569315,66,0.232587858,57,0.218462436,48,0.321123815,57,0.258660827,38,0.216575218,15,374.97,428,0.133067116,0.088139522,0.061240687,0.132843684,0.084042503,0.030283724,65,58,48,57,38,15
B0BN8712LH,SolidRF-Cell Phone Booster for RV Truck-Vehicle Cell Phone Booster Compatible with All Carriers Networks-Boosts 3G 4G LTE Signal-5G Ready for Bands 12/13/17/5/2/25/4-FCC Approved,4.206896552,29,0.115181908,4,0.1864707,6,0.107701082,5,0.172142961,8,0.200434551,5,0,0,199.99,82,-0.000207364,0.121638973,0.043943298,0.08332763,0.057384494,0,1,6,4,6,5,0
B008Y123ES,HUAWEI Impulse U8800 4G (Unlocked),3.656716418,67,0.269334602,14,0.164708229,9,0.207263622,9,0.143123241,7,0.271803543,9,0.114608343,3,149.99,105,0.031163403,0.003580362,0.013057243,-0.003272154,0.01781579,-0.009224485,14,9,10,9,3,3
B08FKYPC7F,LG V60 ThinQ 5G UW White 128GB for Verizon (Renewed),3.555555556,36,0.276788582,7,0.230343747,13,0.250401417,10,0.174012918,3,0.329009779,2,0,0,196.95,156,0.102551954,0.048003579,0.023311592,0.014947867,0.011042103,0,7,13,12,2,5,0
